run_id,timestamp,model,depth_label,data_settings,hyperparameters,best_validation_metric,test_summary,checkpoint_path,notes,favorite,status,training_time_seconds
d50cfac5f530,2026-05-24T19:53:04,attention_stem_multiple_head_multiscale_branches,shallow,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 8000, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 1.0}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf100_s42'}",,"{'macro_average': {'mse': 0.08676205143763496, 'rmse': 0.27310744285518884, 'mae': 0.2229832602682491, 'nmse': 0.4429534889388864, 'relative_l2': 0.6299625895478959, 'snr_db': 4.594212573826844, 'psnr_db': 14.99200791840643, 'corr': 0.7733359485727226, 'cosine_similarity': 0.7727682296300364, 'si_sdr_db': 3.060634882590879, 'spectral_convergence': 0.544359295662492, 'log_spectral_distance': 1.1345704306834419, 'fft_magnitude_l1': 2.6996640961633536, 'explained_variance': 0.5575163362220833, 'energy_ratio': 0.5409899268254993, 'max_abs_error': 0.7901812254158055}, 'clean_sum_metrics': {'mse': 0.11345271570830763, 'rmse': 0.30053413643170485, 'mae': 0.24323670253453653, 'nmse': 0.12651858151828904, 'relative_l2': 0.3379093869818448, 'snr_db': 9.961495558417935, 'psnr_db': 23.818658211247183, 'corr': 0.9881405689450535, 'cosine_similarity': 0.9878382112412578, 'si_sdr_db': 16.61608925535713, 'spectral_convergence': 0.33202731005177116, 'log_spectral_distance': 0.5985374284003757, 'fft_magnitude_l1': 4.672362843411428, 'explained_variance': 0.8738896153795388, 'energy_ratio': 0.5396164533765218, 'max_abs_error': 0.8648447733913781}, 'observed_mixture_metrics': {'mse': 0.03761834831191254, 'rmse': 0.1888750263297107, 'mae': 0.16290884477311118, 'nmse': 0.23941723674374038, 'relative_l2': 0.47603865121989075, 'snr_db': 6.714306643258474, 'psnr_db': 20.651692657786775, 'corr': 0.9892240391311112, 'cosine_similarity': 0.9889250491133833, 'si_sdr_db': 17.048846853365987, 'spectral_convergence': 0.47094213381012595, 'log_spectral_distance': 0.6753062933507816, 'fft_magnitude_l1': 4.361527978252337, 'explained_variance': 0.7615270602313621, 'energy_ratio': 2.089656839409484, 'max_abs_error': 0.4259537493091193}, 'components': {'harmonic': {'mse': 0.09890264501396243, 'rmse': 0.29001303679822543, 'mae': 0.24247429443042307, 'nmse': 0.5400592766219853, 'relative_l2': 0.7116802492143793, 'snr_db': 3.319352157457491, 'psnr_db': 14.636231030052052, 'corr': 0.7212446247371946, 'cosine_similarity': 0.7200100504714048, 'si_sdr_db': 1.3179051004836129, 'spectral_convergence': 0.6598118306083868, 'log_spectral_distance': 1.2687658181387926, 'fft_magnitude_l1': 1.8708813700340163, 'explained_variance': 0.4605905180931852, 'energy_ratio': 0.28401351332964175, 'max_abs_error': 0.7517429901468313}, 'amfm': {'mse': 0.08024618316939737, 'rmse': 0.2634151470601717, 'mae': 0.21634590203440915, 'nmse': 0.4642964074360916, 'relative_l2': 0.6439150176531403, 'snr_db': 4.380489044066744, 'psnr_db': 15.222477138850728, 'corr': 0.7516463854554832, 'cosine_similarity': 0.7514609397635925, 'si_sdr_db': 2.4097414950612466, 'spectral_convergence': 0.552834286082888, 'log_spectral_distance': 1.3726215253029226, 'fft_magnitude_l1': 2.4139037125480187, 'explained_variance': 0.5360240995502785, 'energy_ratio': 0.5490977316584149, 'max_abs_error': 0.7335186774545582}, 'chirp': {'mse': 0.08113732612954515, 'rmse': 0.26589414470716943, 'mae': 0.21012958433991508, 'nmse': 0.32450478275858247, 'relative_l2': 0.5342925017761679, 'snr_db': 6.082796519956295, 'psnr_db': 15.117315586316508, 'corr': 0.84711683552549, 'cosine_similarity': 0.8468336986551119, 'si_sdr_db': 5.454258052227775, 'spectral_convergence': 0.4204317702962008, 'log_spectral_distance': 0.7623239486086097, 'fft_magnitude_l1': 3.814207205908026, 'explained_variance': 0.6759343910227864, 'energy_ratio': 0.7898585354884416, 'max_abs_error': 0.8852820086460269}}, 'mixture_metrics': {'mse': 0.11345271570830763, 'rmse': 0.30053413643170485, 'mae': 0.24323670253453653, 'nmse': 0.12651858151828904, 'relative_l2': 0.3379093869818448, 'snr_db': 9.961495558417935, 'psnr_db': 23.818658211247183, 'corr': 0.9881405689450535, 'cosine_similarity': 0.9878382112412578, 'si_sdr_db': 16.61608925535713, 'spectral_convergence': 0.33202731005177116, 'log_spectral_distance': 0.5985374284003757, 'fft_magnitude_l1': 4.672362843411428, 'explained_variance': 0.8738896153795388, 'energy_ratio': 0.5396164533765218, 'max_abs_error': 0.8648447733913781}}",decomposers/ML_methods/NN_based/saved_models/attention_stem_multiple_head_multiscale_branches_data_availability_tf100_s42/attention_stem_multiple_head_multiscale_branches_best.pt,Data-availability sweep completed.,False,completed,1843.1100000000006
e163e4160a5c,2026-05-24T20:23:47,attention_stem_multi_head_multiscale_tcn,shallow,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 400, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.05}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf005_s42'}",,{},decomposers/ML_methods/NN_based/saved_models/attention_stem_multi_head_multiscale_tcn_data_availability_tf005_s42/attention_stem_multi_head_multiscale_tcn_best.pt,Training exited with code 1,False,failed,3.061999999999898
812ef37605d1,2026-05-24T20:23:50,attention_stem_multi_head_multiscale_tcn,shallow,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 800, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.1}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf010_s42'}",,{},decomposers/ML_methods/NN_based/saved_models/attention_stem_multi_head_multiscale_tcn_data_availability_tf010_s42/attention_stem_multi_head_multiscale_tcn_best.pt,Training exited with code 1,False,failed,3.061999999999898
8783be2b3e77,2026-05-24T20:23:53,attention_stem_multi_head_multiscale_tcn,shallow,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 2000, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.25}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf025_s42'}",,{},decomposers/ML_methods/NN_based/saved_models/attention_stem_multi_head_multiscale_tcn_data_availability_tf025_s42/attention_stem_multi_head_multiscale_tcn_best.pt,Training exited with code 1,False,failed,3.04700000000048
50fac50cd362,2026-05-24T20:23:56,attention_stem_multi_head_multiscale_tcn,shallow,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 4000, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.5}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf050_s42'}",,{},decomposers/ML_methods/NN_based/saved_models/attention_stem_multi_head_multiscale_tcn_data_availability_tf050_s42/attention_stem_multi_head_multiscale_tcn_best.pt,Training exited with code 1,False,failed,3.063000000000102
5ac52d0b0c0e,2026-05-24T20:23:59,attention_stem_multi_head_multiscale_tcn,shallow,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 6000, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.75}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf075_s42'}",,{},decomposers/ML_methods/NN_based/saved_models/attention_stem_multi_head_multiscale_tcn_data_availability_tf075_s42/attention_stem_multi_head_multiscale_tcn_best.pt,Training exited with code 1,False,failed,3.063000000000102
1defb44b749f,2026-05-24T20:24:02,attention_stem_multi_head_multiscale_tcn,shallow,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 8000, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 1.0}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf100_s42'}",,{},decomposers/ML_methods/NN_based/saved_models/attention_stem_multi_head_multiscale_tcn_data_availability_tf100_s42/attention_stem_multi_head_multiscale_tcn_best.pt,Training exited with code 1,False,failed,3.061999999999898
278a08219dc5,2026-05-24T20:24:05,autoencoderbased,deep,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 400, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.05}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf005_s42'}",,{},decomposers/ML_methods/NN_based/saved_models/autoencoderbased_data_availability_tf005_s42/autoencoderbased_best.pt,Training exited with code 2,False,failed,3.063000000000102
aebc91cd3ec0,2026-05-24T20:24:08,autoencoderbased,deep,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 800, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.1}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf010_s42'}",,{},decomposers/ML_methods/NN_based/saved_models/autoencoderbased_data_availability_tf010_s42/autoencoderbased_best.pt,Training exited with code 2,False,failed,3.0460000000002765
af7bb427e622,2026-05-24T20:24:11,autoencoderbased,deep,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 2000, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.25}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf025_s42'}",,{},decomposers/ML_methods/NN_based/saved_models/autoencoderbased_data_availability_tf025_s42/autoencoderbased_best.pt,Training exited with code 2,False,failed,3.07799999999952
ea66593bf6e7,2026-05-24T20:24:15,autoencoderbased,deep,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 4000, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.5}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf050_s42'}",,{},decomposers/ML_methods/NN_based/saved_models/autoencoderbased_data_availability_tf050_s42/autoencoderbased_best.pt,Training exited with code 2,False,failed,3.04700000000048
522024e61ff7,2026-05-24T20:24:18,autoencoderbased,deep,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 6000, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.75}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf075_s42'}",,{},decomposers/ML_methods/NN_based/saved_models/autoencoderbased_data_availability_tf075_s42/autoencoderbased_best.pt,Training exited with code 2,False,failed,3.063000000000102
8a62d85cefb6,2026-05-24T20:24:21,autoencoderbased,deep,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 8000, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 1.0}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf100_s42'}",,{},decomposers/ML_methods/NN_based/saved_models/autoencoderbased_data_availability_tf100_s42/autoencoderbased_best.pt,Training exited with code 2,False,failed,3.063000000000102
fba0e066cdb3,2026-05-24T20:24:24,fuse_shallow,shallow,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 400, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.05}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf005_s42'}",,"{'macro_average': {'mse': 0.12460120323829468, 'rmse': 0.33126161680872634, 'mae': 0.2778811742409307, 'nmse': 0.590761540782568, 'relative_l2': 0.7463304633077829, 'snr_db': 2.8258756504648286, 'psnr_db': 13.19318475026352, 'corr': 0.6657460311531342, 'cosine_similarity': 0.6654528927302806, 'si_sdr_db': -0.9433415651800635, 'spectral_convergence': 0.6840401829833198, 'log_spectral_distance': 1.4303328429345026, 'fft_magnitude_l1': 3.8971458503470022, 'explained_variance': 0.4094770386659238, 'energy_ratio': 0.3353462042397771, 'max_abs_error': 0.8345234105387438}, 'clean_sum_metrics': {'mse': 0.13837369069880678, 'rmse': 0.336827864786009, 'mae': 0.2776332071462278, 'nmse': 0.1566376438031794, 'relative_l2': 0.38023037758020467, 'snr_db': 8.82174840709071, 'psnr_db': 22.661790162443957, 'corr': 0.9885189095095376, 'cosine_similarity': 0.9883040978020925, 'si_sdr_db': 16.491108296323315, 'spectral_convergence': 0.37444643491548374, 'log_spectral_distance': 0.7416053842349334, 'fft_magnitude_l1': 5.747582375746073, 'explained_variance': 0.8436558824908303, 'energy_ratio': 0.45662075834546195, 'max_abs_error': 0.8930233404837236}, 'observed_mixture_metrics': {'mse': 0.020504153598933837, 'rmse': 0.1403711004152349, 'mae': 0.11466365023873121, 'nmse': 0.1320722597832468, 'relative_l2': 0.3546416615902012, 'snr_db': 9.23324042475475, 'psnr_db': 23.14781517054088, 'corr': 0.9920717088368437, 'cosine_similarity': 0.9918527724708528, 'si_sdr_db': 18.476709597398994, 'spectral_convergence': 0.34940417218443914, 'log_spectral_distance': 0.5253008090605202, 'fft_magnitude_l1': 3.156752792635459, 'explained_variance': 0.8684647555620413, 'energy_ratio': 1.7569298940314684, 'max_abs_error': 0.4124437951471191}, 'components': {'harmonic': {'mse': 0.1346106120177519, 'rmse': 0.34584219416531803, 'mae': 0.29192861597698794, 'nmse': 0.7199473290978388, 'relative_l2': 0.8378981092961206, 'snr_db': 1.6652583578368132, 'psnr_db': 12.901009839009356, 'corr': 0.606092949407781, 'cosine_similarity': 0.605779175717368, 'si_sdr_db': -2.351874979548421, 'spectral_convergence': 0.8059434648279935, 'log_spectral_distance': 1.4526483292754313, 'fft_magnitude_l1': 2.6551561485049433, 'explained_variance': 0.28017642442140883, 'energy_ratio': 0.1972840055760826, 'max_abs_error': 0.8148031263462872}, 'amfm': {'mse': 0.09864362949201957, 'rmse': 0.29494393622634774, 'mae': 0.24632390856203684, 'nmse': 0.5426382857155064, 'relative_l2': 0.7130292652302981, 'snr_db': 3.2249173975396896, 'psnr_db': 14.060313016734879, 'corr': 0.6907754475047854, 'cosine_similarity': 0.6905647009718859, 'si_sdr_db': -0.06283043819796762, 'spectral_convergence': 0.6387176576243043, 'log_spectral_distance': 1.6064369864967143, 'fft_magnitude_l1': 2.9463211842576276, 'explained_variance': 0.45756004458788513, 'energy_ratio': 0.3481247930607526, 'max_abs_error': 0.7635985656559933}, 'chirp': {'mse': 0.14054936820511255, 'rmse': 0.3529987200345133, 'mae': 0.2953909981837672, 'nmse': 0.5096990075343587, 'relative_l2': 0.6880640153969302, 'snr_db': 3.587451196017984, 'psnr_db': 12.61823139504632, 'corr': 0.7003696965468363, 'cosine_similarity': 0.700014801501588, 'si_sdr_db': -0.41531927779380157, 'spectral_convergence': 0.6074594264976618, 'log_spectral_distance': 1.231913213031362, 'fft_magnitude_l1': 6.089960218278436, 'explained_variance': 0.49069464698847737, 'energy_ratio': 0.46062981408249626, 'max_abs_error': 0.925168539613951}}, 'mixture_metrics': {'mse': 0.13837369069880678, 'rmse': 0.336827864786009, 'mae': 0.2776332071462278, 'nmse': 0.1566376438031794, 'relative_l2': 0.38023037758020467, 'snr_db': 8.82174840709071, 'psnr_db': 22.661790162443957, 'corr': 0.9885189095095376, 'cosine_similarity': 0.9883040978020925, 'si_sdr_db': 16.491108296323315, 'spectral_convergence': 0.37444643491548374, 'log_spectral_distance': 0.7416053842349334, 'fft_magnitude_l1': 5.747582375746073, 'explained_variance': 0.8436558824908303, 'energy_ratio': 0.45662075834546195, 'max_abs_error': 0.8930233404837236}}",decomposers/ML_methods/NN_based/saved_models/fuse_shallow_data_availability_tf005_s42/fuse_shallow_best.pt,Data-availability sweep completed.,False,completed,79.59300000000076
477c2738838a,2026-05-24T20:25:44,fuse_shallow,shallow,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 800, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.1}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf010_s42'}",,"{'macro_average': {'mse': 0.11172595362437894, 'rmse': 0.31346285281706404, 'mae': 0.259756873678301, 'nmse': 0.5591884743193033, 'relative_l2': 0.7204036261295661, 'snr_db': 3.220923901932289, 'psnr_db': 13.618435459751765, 'corr': 0.6956532524258996, 'cosine_similarity': 0.6944467698463552, 'si_sdr_db': 0.07817533204217302, 'spectral_convergence': 0.6515902444458341, 'log_spectral_distance': 1.3974705261769713, 'fft_magnitude_l1': 3.4591289377297505, 'explained_variance': 0.4414087431412584, 'energy_ratio': 0.42268698643355757, 'max_abs_error': 0.8378593439521985}, 'clean_sum_metrics': {'mse': 0.11565514220971834, 'rmse': 0.3055638861781908, 'mae': 0.2505690759432179, 'nmse': 0.133943977707948, 'relative_l2': 0.3486873520096397, 'snr_db': 9.66837967219172, 'psnr_db': 23.5566408033484, 'corr': 0.9891083161464214, 'cosine_similarity': 0.9889970910753884, 'si_sdr_db': 16.80144664064212, 'spectral_convergence': 0.3421784036005526, 'log_spectral_distance': 0.7576405844333425, 'fft_magnitude_l1': 5.069154655227217, 'explained_variance': 0.8662415075815345, 'energy_ratio': 0.5074979929320529, 'max_abs_error': 0.8297258165897802}, 'observed_mixture_metrics': {'mse': 0.0277233495739434, 'rmse': 0.16312270088158518, 'mae': 0.13572257719511396, 'nmse': 0.17866709843636805, 'relative_l2': 0.4131657340825652, 'snr_db': 7.894565255865701, 'psnr_db': 21.861637167186483, 'corr': 0.9921589594399284, 'cosine_similarity': 0.9920466718807995, 'si_sdr_db': 18.552715134329205, 'spectral_convergence': 0.4084127367272247, 'log_spectral_distance': 0.5407937732284901, 'fft_magnitude_l1': 3.644183580449012, 'explained_variance': 0.8215719793061147, 'energy_ratio': 1.928618710234814, 'max_abs_error': 0.44372513105365213}, 'components': {'harmonic': {'mse': 0.1319698864371374, 'rmse': 0.34202305696091545, 'mae': 0.2884721371257332, 'nmse': 0.7083177460437388, 'relative_l2': 0.8319679555479308, 'snr_db': 1.7137793348398775, 'psnr_db': 13.047509470725043, 'corr': 0.6286091630247265, 'cosine_similarity': 0.6262145016142496, 'si_sdr_db': -1.786871937037003, 'spectral_convergence': 0.7983470987055148, 'log_spectral_distance': 1.5264152986001256, 'fft_magnitude_l1': 2.5338499527681217, 'explained_variance': 0.29218445339926585, 'energy_ratio': 0.19503286225595018, 'max_abs_error': 0.8194945848635689}, 'amfm': {'mse': 0.08594064942160073, 'rmse': 0.27535566983599696, 'mae': 0.22676128548785862, 'nmse': 0.4989519584404974, 'relative_l2': 0.6736347573994519, 'snr_db': 3.854306515526626, 'psnr_db': 14.678675249491029, 'corr': 0.7182962915492075, 'cosine_similarity': 0.7174866520382936, 'si_sdr_db': 0.7774369929843045, 'spectral_convergence': 0.5948912740788972, 'log_spectral_distance': 1.589495532262906, 'fft_magnitude_l1': 2.734150976990893, 'explained_variance': 0.501896866304481, 'energy_ratio': 0.46265936467761565, 'max_abs_error': 0.7468301751231775}, 'chirp': {'mse': 0.1172673250143987, 'rmse': 0.32300983165427977, 'mae': 0.2640371984213113, 'nmse': 0.4702957184736739, 'relative_l2': 0.6556081654413157, 'snr_db': 4.094685855430363, 'psnr_db': 13.129121659039225, 'corr': 0.7400543027037649, 'cosine_similarity': 0.7396391558865224, 'si_sdr_db': 1.2439609401792178, 'spectral_convergence': 0.5615323605530902, 'log_spectral_distance': 1.0765007476678823, 'fft_magnitude_l1': 5.109385883430238, 'explained_variance': 0.5301449097200284, 'energy_ratio': 0.6103687323671068, 'max_abs_error': 0.9472532718698494}}, 'mixture_metrics': {'mse': 0.11565514220971834, 'rmse': 0.3055638861781908, 'mae': 0.2505690759432179, 'nmse': 0.133943977707948, 'relative_l2': 0.3486873520096397, 'snr_db': 9.66837967219172, 'psnr_db': 23.5566408033484, 'corr': 0.9891083161464214, 'cosine_similarity': 0.9889970910753884, 'si_sdr_db': 16.80144664064212, 'spectral_convergence': 0.3421784036005526, 'log_spectral_distance': 0.7576405844333425, 'fft_magnitude_l1': 5.069154655227217, 'explained_variance': 0.8662415075815345, 'energy_ratio': 0.5074979929320529, 'max_abs_error': 0.8297258165897802}}",decomposers/ML_methods/NN_based/saved_models/fuse_shallow_data_availability_tf010_s42/fuse_shallow_best.pt,Data-availability sweep completed.,False,completed,105.23500000000058
f9983898fb21,2026-05-24T20:27:29,fuse_shallow,shallow,"{'selected_component_types': ['harmonic', 'amfm', 'chirp'], 'noise_level': 0.03, 'duration': 4.0, 'fs': 256, 'train_samples': 2000, 'val_samples': 400, 'test_samples': 400, 'train_fraction': 0.25}","{'epochs': 20, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'seed': 42, 'run_name_suffix': 'data_availability_tf025_s42'}",,"{'macro_average': {'mse': 0.09427560528630054, 'rmse': 0.2857393736299926, 'mae': 0.2338240780238978, 'nmse': 0.4912693727241049, 'relative_l2': 0.66762085609381, 'snr_db': 3.9929735032346203, 'psnr_db': 14.335115769236985, 'corr': 0.7448864117062561, 'cosine_similarity': 0.7445016055439049, 'si_sdr_db': 1.872273878750355, 'spectral_convergence': 0.5803307493449026, 'log_spectral_distance': 1.3055510550652383, 'fft_magnitude_l1': 2.9884836019044507, 'explained_variance': 0.5091447061156862, 'energy_ratio': 0.5030619621513275, 'max_abs_error': 0.812700361503812}, 'clean_sum_metrics': {'mse': 0.11408810937581643, 'rmse': 0.30219949413750086, 'mae': 0.2473193296837109, 'nmse': 0.1314908356653265, 'relative_l2': 0.3449910926221119, 'snr_db': 9.763441976758791, 'psnr_db': 23.613286862497215, 'corr': 0.9887527731085686, 'cosine_similarity': 0.9886524609947588, 'si_sdr_db': 16.7091974443338, 'spectral_convergence': 0.3385112114705845, 'log_spectral_distance': 0.6063400638517544, 'fft_magnitude_l1': 4.832957237073012, 'explained_variance': 0.86867602076395, 'energy_ratio': 0.5200681316284052, 'max_abs_error': 0.8239140641306585}, 'observed_mixture_metrics': {'mse': 0.02967977684329342, 'rmse': 0.16796751105259414, 'mae': 0.14129435476292723, 'nmse': 0.18785892639377103, 'relative_l2': 0.4224914292582545, 'snr_db': 7.727977082670127, 'psnr_db': 21.65252766913349, 'corr': 0.9911658778152579, 'cosine_similarity': 0.9910661862969482, 'si_sdr_db': 17.998657193614946, 'spectral_convergence': 0.4172957946268254, 'log_spectral_distance': 0.5348841051503199, 'fft_magnitude_l1': 3.907113464297971, 'explained_variance': 0.8123440199165735, 'energy_ratio': 1.9470448927254131, 'max_abs_error': 0.4198421915063227}, 'components': {'harmonic': {'mse': 0.10994023937072253, 'rmse': 0.3086677643981487, 'mae': 0.2597428741956122, 'nmse': 0.6056200957972329, 'relative_l2': 0.7650116062655592, 'snr_db': 2.50783569706954, 'psnr_db': 13.664192901867404, 'corr': 0.6846337767499378, 'cosine_similarity': 0.6839546992416251, 'si_sdr_db': 0.018662595506310636, 'spectral_convergence': 0.7157301478434863, 'log_spectral_distance': 1.4648210714068912, 'fft_magnitude_l1': 2.1274773650569525, 'explained_variance': 0.3947455830971645, 'energy_ratio': 0.21377723949732316, 'max_abs_error': 0.7705701809449238}, 'amfm': {'mse': 0.08445196307645364, 'rmse': 0.2714103127542874, 'mae': 0.22220577043053333, 'nmse': 0.49117550736125365, 'relative_l2': 0.6587060942199727, 'snr_db': 4.165482522636743, 'psnr_db': 15.005698691667453, 'corr': 0.7395688302981381, 'cosine_similarity': 0.7393415463760806, 'si_sdr_db': 1.65785906215285, 'spectral_convergence': 0.5626459428065035, 'log_spectral_distance': 1.5823123821558622, 'fft_magnitude_l1': 2.7007038822069807, 'explained_variance': 0.5092184906438427, 'energy_ratio': 0.5478912762914693, 'max_abs_error': 0.7611464718916977}, 'chirp': {'mse': 0.08843461341172543, 'rmse': 0.27714004373754164, 'mae': 0.2195235894455478, 'nmse': 0.37701251501382826, 'relative_l2': 0.5791448677958979, 'snr_db': 5.30560228999758, 'psnr_db': 14.335455714176101, 'corr': 0.8104566280706921, 'cosine_similarity': 0.8102085710140094, 'si_sdr_db': 3.940299978591904, 'spectral_convergence': 0.4626161573847179, 'log_spectral_distance': 0.8695197116329613, 'fft_magnitude_l1': 4.137269558449419, 'explained_variance': 0.6234700446060514, 'energy_ratio': 0.7475173706651895, 'max_abs_error': 0.9063844316748145}}, 'mixture_metrics': {'mse': 0.11408810937581643, 'rmse': 0.30219949413750086, 'mae': 0.2473193296837109, 'nmse': 0.1314908356653265, 'relative_l2': 0.3449910926221119, 'snr_db': 9.763441976758791, 'psnr_db': 23.613286862497215, 'corr': 0.9887527731085686, 'cosine_similarity': 0.9886524609947588, 'si_sdr_db': 16.7091974443338, 'spectral_convergence': 0.3385112114705845, 'log_spectral_distance': 0.6063400638517544, 'fft_magnitude_l1': 4.832957237073012, 'explained_variance': 0.86867602076395, 'energy_ratio': 0.5200681316284052, 'max_abs_error': 0.8239140641306585}}",decomposers/ML_methods/NN_based/saved_models/fuse_shallow_data_availability_tf025_s42/fuse_shallow_best.pt,Data-availability sweep completed.,False,completed,189.3119999999999
