display_name,depth_label,macro_corr,macro_snr_db,test_loss
TasNet,deep,0.9347157604469225,8.978874880924309,0.13216790318489074
TasNet,deep,0.9345496932204675,9.322229397256804,0.02802625800172488
TasNet,deep,0.9176189809607689,8.491382118262306,0.1510607546567917
TasNet,deep,0.9151321654225762,8.16621640033858,0.14947033643722535
UNet1D,deep,0.8941169274742142,7.398852053601261,0.15877111196517946
